synonyms,average,word
مَضْمُون,"22,5",مَسْألَة;مَوْضُوع
سَبِيل,"37,5",مَسَار;خَطّ;خَطّ الرِحْلَة
مَسْلَك,70,مَسَار;خَطّ;خَطّ الرِحْلَة
طَرِيقَة,30,مَسَار;خَطّ;خَطّ الرِحْلَة
صَفّ,"37,5",أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
مَسَار,100,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
خَطّ,"62,5",أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
رَتْل,10,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
صَفّ مَدْرَسِي,20,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
طَرِيقَة,15,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
جُهْد,0,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
عَمَل,0,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
نَمَط,50,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
مَسْلَك,"62,5",أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
مَسْعًى,40,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
مَسِيرَة,20,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
مَنْهَج,"52,5",أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
غِرَاْر,"17,5",أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
أُسْلُوْب,75,أُسْلُوب;مَسار;مَسْعَى;سِيْرَة
خُلَاْصَة,"2,5",مَرْكَز
قَلْب,90,مَرْكَز
لُبّ,"37,5",مَرْكَز
جَوْهَر,"67,5",مَرْكَز
فَحْوَى,10,مَرْكَز
صَمِيم,65,مَرْكَز
وَسَط,95,مَرْكَز
مُنْتَصَف,"97,5",مَرْكَز
مكْتَب رَئِيسِي,55,مَرْكَز قيَادَة;مَرْكَز قيَادَة عَسْكَرِي
مَرْكَز رَئِيسِي,80,مَرْكَز قيَادَة;مَرْكَز قيَادَة عَسْكَرِي
مَقَر,"82,5",مَرْكَز قيَادَة;مَرْكَز قيَادَة عَسْكَرِي
حَظْر,"87,5",مَنْع;نَهْي;تَحْرِيم
إِبْعَاد,"67,5",مَنْع;نَهْي;تَحْرِيم
جِهَاز حِمََايَة,"32,5",مَأْوَى;مَلْجَأ;نَجاة;سَلاَمَة
جِهَاز وِقَايَة,"22,5",مَأْوَى;مَلْجَأ;نَجاة;سَلاَمَة
حِمَايَة,45,مَأْوَى;مَلْجَأ;نَجاة;سَلاَمَة
ثِيَاب,85,لِبَاس;مَلابِس;مَلْبَس
ثَوْب,80,لِبَاس;مَلابِس;مَلْبَس
رِدَاء,"77,5",لِبَاس;مَلابِس;مَلْبَس
كِسْوَة,80,لِبَاس;مَلابِس;مَلْبَس
مَلاِبس,"87,5",لِبَاس;مَلابِس;مَلْبَس
لِبَاس فَاخِر,"62,5",لِبَاس;مَلابِس;مَلْبَس
كِسَاء,70,لِبَاس;مَلابِس;مَلْبَس
غِطَاء,"42,5",لِبَاس;مَلابِس;مَلْبَس
بَزّ,"32,5",لِبَاس;مَلابِس;مَلْبَس
حُلَّة,75,لِبَاس;مَلابِس;مَلْبَس
سَاحَة,35,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَقْعَد,"37,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَضْع,"7,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَظِيفَة,10,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَنْصِب,10,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
َوَضْع,"7,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَوْقِع عَسْكَرِيّ,"22,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَكَانَة,"17,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
عَلاقَة مَكَانِيَّة,15,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
بَدَلاً مِن,0,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وِقْفَة,"2,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَقْفَة,"2,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَضْعِيَّة,20,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَوْقِف,"32,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مِسَاحَة,35,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَجَال,"12,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
نُقْطَة طُوبُوغْرَافِيَّة,80,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
بُقْعَة,45,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
بَيْت,25,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَشْهَد,0,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَوْضِع السِّلاح,"22,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَنْصَب,10,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَيْدَان,20,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَطَن,"27,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
سَكَن,25,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَسْكَن,25,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَقَرّ,30,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَقَام,"17,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَنْزِل,"22,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
حِلَّة,20,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
مَكَان فَارِغ,"27,5",مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
فَرَاغ,10,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
حَيِّز,40,مَكَان;مَرْكَز;مَوْضِع;مَوْقِع
وَحْدَة قِيَاس,20,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
وَحْدَة إِجْتِمَاعِيَّة,"22,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
وَحْدَة أَسَاسِيَّة,"22,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
وَحْدَة كامِلَة,25,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
كُلّ تام,"57,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
كُل,100,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
جَمْع,"62,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
تَجْمِيع,30,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
مَجْمُوعَة,"72,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
جَمَاعَة,"37,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
دَمْج,"7,5",جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
ضَمّ,20,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
اِتِّحاد,75,جَمِيع;كُلّ;مَجْمُوع;وَحْدَة
قُوَّة عَسْكَرِيَّة,40,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
سُلْطَان,"22,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
قُدْرَة,"17,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
حَوْل,"22,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
شِدَّة,"17,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
تَحَمُّلِيَّة,"22,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
مَتَانَة,20,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
دَوَام,10,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
بَقَاء,"2,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
قُوَّة,100,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
مَقْدِرَة,45,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
شِدَّة,"17,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
ثَبَات,10,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
قُدْرَة عَسْكَرِيَّة,"32,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
كَثَافَة,"2,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
غَصْب,"17,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
بَطْش,"52,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
عُنْف,10,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
عَنْوَة,5,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
فَعَّالِيَّة,"12,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
أُسّ,"2,5",طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
مَجْمُوعَة,25,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
حَشْد,20,طَاقَم;مَجْمُوع المُوَظَّفِين;مَوَظَّفُون;قُوَّة
تَصْمِيم,"17,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
بِدْعَة,15,فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
اِبْتِكَار,"27,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
إِخْتِرَاع,20,فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
إِحْدَاث,"7,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
خَلْق,20,فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
تَكْوِين,"17,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
صِيَاغَة,"17,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
إِنْشاء,"7,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
إِبْداع,"12,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
إِحْداث,"7,5",فِكْرَة عَامَّة;مَفْهُوم;تَصَوُّر
قَيْد,"2,5",مَدْخَل
دُخُول,35,مَدْخَل
وَفد,"77,5",مَبْعُوث;مَنْدُوب;مُمَثِّل دَولَة
مُفَوَّض,"77,5",مَبْعُوث;مَنْدُوب;مُمَثِّل دَولَة
بِعْثَة,"87,5",مَبْعُوث;مَنْدُوب;مُمَثِّل دَولَة
يَنْبُوع,25,أصْل;بِدَايَة;مَصْدَر
مَنْشَأ,"67,5",أصْل;بِدَايَة;مَصْدَر
مَبْدَأ,"12,5",أصْل;بِدَايَة;مَصْدَر
جَذْر,70,أصْل;بِدَايَة;مَصْدَر
بَدْء,65,أصْل;بِدَايَة;مَصْدَر
أَسَاس,90,أصْل;بِدَايَة;مَصْدَر
أَصْل,95,أصْل;بِدَايَة;مَصْدَر
إِنْطِلاق,"57,5",أصْل;بِدَايَة;مَصْدَر
مَرْجِع,25,أصْل;بِدَايَة;مَصْدَر
سُلالَة,10,أصْل;بِدَايَة;مَصْدَر
نَسَب,10,أصْل;بِدَايَة;مَصْدَر
خُطْوَة أُولَى,70,أصْل;بِدَايَة;مَصْدَر
رُوح المُبَادَرَة,"12,5",أصْل;بِدَايَة;مَصْدَر
مُبَادَرَة,"12,5",أصْل;بِدَايَة;مَصْدَر
وَقْت البَدْء,25,أصْل;بِدَايَة;مَصْدَر
نُقْطَة الإنْطِلاق,50,أصْل;بِدَايَة;مَصْدَر
مُسْتَهَلّ,"32,5",أصْل;بِدَايَة;مَصْدَر
مَطْلَع,35,أصْل;بِدَايَة;مَصْدَر
غُرَّة,"27,5",أصْل;بِدَايَة;مَصْدَر
فَاْتِحَة,70,أصْل;بِدَايَة;مَصْدَر
اِستِفْتَاح,"62,5",أصْل;بِدَايَة;مَصْدَر
اِسْتشهْلال,"27,5",أصْل;بِدَايَة;مَصْدَر
اِنْطِلاق,65,أصْل;بِدَايَة;مَصْدَر
اِبْتِدَاء,55,أصْل;بِدَايَة;مَصْدَر
اِسْتِهْلال,80,أصْل;بِدَايَة;مَصْدَر
أُصُول,75,أصْل;بِدَايَة;مَصْدَر
نَسْل,5,أصْل;بِدَايَة;مَصْدَر
ذُرَّيَّة,"2,5",أصْل;بِدَايَة;مَصْدَر
حِصْن,"92,5",حَامِية;مَعْقِل;مَوْقِع عَسْكَرِيّ;قَلْعَة
مِيزَة,90,صِفَة;طَابِع;مَعْلَم;مَظْهَر
خَاصِّيَّة,"72,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
مَلْمَح,70,صِفَة;طَابِع;مَعْلَم;مَظْهَر
خَاصَّة,"22,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
وَصْف,"37,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
نَعْت,30,صِفَة;طَابِع;مَعْلَم;مَظْهَر
خَاصّيَّة,"72,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
بُعْد,"12,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
صِفَة مُمَيِّزَة,85,صِفَة;طَابِع;مَعْلَم;مَظْهَر
صِنْف,5,صِفَة;طَابِع;مَعْلَم;مَظْهَر
شَكْل,"7,5",صِفَة;طَابِع;مَعْلَم;مَظْهَر
مُطَاوَعَة,35,لَدَانَة;لُدُونَة;لُيُونَة;مُرُونَة
لَدَاْنَة,95,لَدَانَة;لُدُونَة;لُيُونَة;مُرُونَة
قَابِلِيَّة الطَرْق,55,لَدَانَة;لُدُونَة;لُيُونَة;مُرُونَة
وَحْدَة,"17,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
جَمْع,"32,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
دَمْج,"17,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
تَلاقِي,"52,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
نَدْوَة,55,إجْتِمَاع;لِقَاء;مُقَابَلَة
مُوَاجَهَة,"17,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
مُصَادَفَة,20,إجْتِمَاع;لِقَاء;مُقَابَلَة
لَقْيَة,"12,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
جَمِيْعَة,"17,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
إِجْتِمَاع,100,إجْتِمَاع;لِقَاء;مُقَابَلَة
جَمِيعَة,"17,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
تَجَمُّع,"37,5",إجْتِمَاع;لِقَاء;مُقَابَلَة
كَأْس,100,طَاسَة;كَأس;كُوب;قَدَح
فِنْجَان,"87,5",طَاسَة;كَأس;كُوب;قَدَح
تَحْرِير,"67,5",عَمَل كِتَابِي;كِتَابَة;مَادَّة مَكْتُوبَة
تَألِيف,70,عَمَل كِتَابِي;كِتَابَة;مَادَّة مَكْتُوبَة
مَسْعَى,"62,5",جُهْد;كِفَاح
عَمَل,70,جُهْد;كِفَاح
رِبْح صَافِي,80,فَائِدَة;كَسْب;رِبْح
رِبْح صَاف,80,فَائِدَة;كَسْب;رِبْح
مَرْبَح,"67,5",فَائِدَة;كَسْب;رِبْح
فَوَائِد,"87,5",فَائِدَة;كَسْب;رِبْح
دَخْل صَاف,70,فَائِدَة;كَسْب;رِبْح
صَافِي الرِّبْح,80,فَائِدَة;كَسْب;رِبْح
صَافِي الدَّخْل,"72,5",فَائِدَة;كَسْب;رِبْح
عَائِدَة,70,فَائِدَة;كَسْب;رِبْح
عَائِد,"82,5",فَائِدَة;كَسْب;رِبْح
أَرْبَاح,"97,5",فَائِدَة;كَسْب;رِبْح
نَفْع,75,فَائِدَة;كَسْب;رِبْح
وَظِيفَة,15,فَائِدَة;كَسْب;رِبْح
شَيء نَافِع,10,فَائِدَة;كَسْب;رِبْح
مَهَمَّة,"2,5",فَائِدَة;كَسْب;رِبْح
دَوْر,0,فَائِدَة;كَسْب;رِبْح
عَمَل,5,فَائِدَة;كَسْب;رِبْح
اِسْتِعْمَال,0,فَائِدَة;كَسْب;رِبْح
مَنْفَعَة,"67,5",فَائِدَة;كَسْب;رِبْح
جَدْوَى,"27,5",فَائِدَة;كَسْب;رِبْح
إِفَادَة,20,فَائِدَة;كَسْب;رِبْح
مُكَوِّن,100,عُنْصُر;جُزُء;مُكَوَّن
جُزء,100,عُنْصُر;جُزُء;مُكَوَّن
عَامِل,"72,5",عُنْصُر;جُزُء;مُكَوَّن
عُنْصُر كِيمْيَائِي,55,عُنْصُر;جُزُء;مُكَوَّن
عُنْصُر كِيمْيَاوِي,30,عُنْصُر;جُزُء;مُكَوَّن
قِسْم,"57,5",عُنْصُر;جُزُء;مُكَوَّن
جِزْء,85,عُنْصُر;جُزُء;مُكَوَّن
,,
قُرْب,"22,5",حارَة;حَيّ;جِوَاْر;جِيْرَة
نَاحِيَة,"32,5",حارَة;حَيّ;جِوَاْر;جِيْرَة
مَوْضَع,10,حارَة;حَيّ;جِوَاْر;جِيْرَة
جِوَار,100,حارَة;حَيّ;جِوَاْر;جِيْرَة
جَنْب,65,حارَة;حَيّ;جِوَاْر;جِيْرَة
حُجَّة مَنْطِقِيَّة,45,حِوَار;جَدَل;جِدَال
مُنَاقَشَة,75,حِوَار;جَدَل;جِدَال
مُنَاظَرَة,80,حِوَار;جَدَل;جِدَال
خِلاَف,"57,5",حِوَار;جَدَل;جِدَال
خِصَام,"27,5",حِوَار;جَدَل;جِدَال
خِلاف,55,حِوَار;جَدَل;جِدَال
نِزَاع,"57,5",حِوَار;جَدَل;جِدَال
جُرُم,30,بَدَن;جِذْع;جِسْم
جَسَد,80,بَدَن;جِذْع;جِسْم
هَيْئَة,"32,5",بَدَن;جِذْع;جِسْم
دَوْر,15,طَوَاف;دَوْرَة;جَوْلَة;تَطَوُّف
حَلَقَة,25,طَوَاف;دَوْرَة;جَوْلَة;تَطَوُّف
كَسْب,25,إِضَافَة;جَمْع;زِيَادَة
إِزْدِيَاد,45,إِضَافَة;جَمْع;زِيَادَة
تَعَاظُم,"17,5",إِضَافَة;جَمْع;زِيَادَة
نُمُو,"17,5",إِضَافَة;جَمْع;زِيَادَة
اِرْتِفَاع,"17,5",إِضَافَة;جَمْع;زِيَادَة
نَظَّمَ,"72,5",رَتَّبَ
حَكَمَ,20,رَتَّبَ
أَقَامَ,25,رَتَّبَ
نَظَّفَ,"12,5",رَتَّبَ
تَصَالَحَ,"2,5",رَتَّبَ
سَوَّى,70,رَتَّبَ
حَلَّ,25,رَتَّبَ
وَضَعَ,15,رَتَّبَ
كَوَنَ,10,رَتَّبَ
وَصَفَ,"12,5",رَسَمَ
خَطَّ,30,رَسَمَ
اِسْتَشَفَّ,35,رَسَمَ
صَوَّرَ,"17,5",رَسَمَ
مَثَّلَ,25,رَسَمَ
وَصَفَ,"7,5",رَسَمَ
صَوَّرَ,"17,5",رَسَمَ
مَثَّلَ,30,رَسَمَ
أَنْقَصَ بِالغَلْي,"12,5",رَكَّزَ
اِسْتَخْلَصَ بِالغَلْي,"17,5",رَكَّزَ
أَنْقَصَ,"7,5",رَكَّزَ
إِمْتَطَى,65,رَكِبَ
زَادَ,0,رَفَعَ
نَهَضَ,"12,5",رَفَعَ
حَمَلَ,85,رَفَعَ
أَنْهَضَ,"22,5",رَفَعَ
رَقَّى,"32,5",رَفَعَ
صَعِدَ,10,رَفَعَ
إِرْتَفَعَ,"12,5",رَفَعَ
حَرَّكَ,70,رَفَعَ
تَصَاعَدَ,5,رَفَعَ
تَعَالَى,"7,5",رَفَعَ
إِنْبَعَثَ,0,رَفَعَ
أَبَى,90,رَفَضَ
أَنْكَرَ,35,رَفَضَ
جَحَدَ,40,رَفَضَ
حَرَمَ,"82,5",رَفَضَ
عَارَضَ,90,رَفَضَ
نَفَى,"52,5",رَفَضَ
اِعْتَرَضَ,"87,5",رَفَضَ
نَقَضَ,30,رَفَضَ
تَرَاجَعَ,"17,5",رَفَضَ
إِمْتَنَعَ عَن,"52,5",رَفَضَ
خَالَفَ,20,رَفَضَ
فَنَّدَ,"37,5",رَفَضَ
تَبَرَّأَ مِن,20,رَفَضَ
أَنْكََرَ,"42,5",رَفَضَ
إِعْتَرَضَ,"87,5",رَفَضَ
ثَقَّفَ,"52,5",رَبَّى
هّذَّبَ,75,رَبَّى
دَرَّسَ,60,رَبَّى
دَرَّبَ,"47,5",رَبَّى
عَلَّمَ,70,رَبَّى
زَرَعَ,"82,5",رَبَّى
أَنْتَجَ,"27,5",رَبَّى
وَلَّدَ,"27,5",رَبَّى
أنْجَبَ,10,رَبَّى
أَوْرَثَ,10,رَبَّى
خَفَقَ,"22,5",قَرَعَ
رَفْرَفَ,"7,5",قَرَعَ
نَبَضَ,15,قَرَعَ
دَقَّ,85,قَرَعَ
طَرَقَ,"72,5",قَرَعَ
صَفَّقَ بِجَنَاحَيْه,"17,5",قَرَعَ
نَقَرَ,"72,5",قَرَعَ
ضَرَبَ,80,قَرَعَ
تَعَلَّمَ,"17,5",قَرَأَ
دَرَسَ,"22,5",قَرَأَ
أَخَذَ,"12,5",قَرَأَ
فَسَّرَ,35,قَرَأَ
فَهِمَ,20,قَرَأَ
سَمِعَ,0,قَرَأَ
تَعَلَّمَ,25,قَرَأَ
دَرَسَ,15,قَرَأَ
أَخَذَ,5,قَرَأَ
فَسَّرَ,80,قَرَأَ
فَهِمَ,75,قَرَأَ
سَمِعَ,"2,5",قَرَأَ
وَازَنَ,65,قَارَنَ
شَابَه,55,قَارَنَ
خَاطَرَ,"37,5",قَامَرَ
غَامَرَ,"62,5",قَامَرَ
رَاهَنَ,85,قَامَرَ
سَلَكَ,"22,5",قَامَ بِ
عَمِلَ,"47,5",قَامَ بِ
أَعْطَى,"17,5",قَامَ بِ
نَفَّذَ,70,قَامَ بِ
أَدَّى,"82,5",قَامَ بِ
سَدَّدَ,"37,5",قَامَ بِ
دَفَعَ,"42,5",قَامَ بِ
سَدَّدَ دَيْنَه,"37,5",قَامَ بِ
سَدَّدَ حِسَابَه,"37,5",قَامَ بِ
دَفَعَ مَا عَلَيْه,50,قَامَ بِ
أَدَّى مَا عَلَيْه,45,قَامَ بِ
زَعَمَ,60,قَالَ
رَوى,"47,5",قَالَ
صَرَّحَ,50,قَالَ
أَخْبَرَ,80,قَالَ
أَوْرَدَ,"37,5",قَالَ
أَمَرَ,35,قَالَ
لَفَظَ,60,قَالَ
تَرَأَّسَ,15,قَادَ
تَقَدَّمَ,"12,5",قَادَ
سَبَقَ,"7,5",قَادَ
فَاقَ,5,قَادَ
عَلا,"7,5",قَادَ
تَفَوَّقَ,5,قَادَ
سَاقَ,"77,5",قَادَ
وَجَّهَ,"77,5",قَادَ
سَيَّرَ,50,قَادَ
حَرَّكَ,"67,5",قَادَ
أَرْشَدَ,35,قَادَ
أَدَارَ,"12,5",قَادَ
امْتَدَّ,"2,5",قَادَ
هَدَى,30,قَادَ
حَوَّلَ,"47,5",نَقَلَ
بَعَثَ,"77,5",نَقَلَ
أَرْسَلَ,85,نَقَلَ
حَمَلَ,"87,5",نَقَلَ
شَحَنَ,"87,5",نَقَلَ
أَبْلَغَ,15,نَقَلَ
اِنْتَمَى,"27,5",نَاسَبَ
لَاءَمَ,90,نَاسَبَ
وَافَقَ,"77,5",نَاسَبَ
لاءَمَ,90,نَاسَبَ
اِتَّفَقَ,"47,5",نَاسَبَ
تَنَاغَم,60,نَاسَبَ
لائَمَ,90,نَاسَبَ
اِنْسَجَمَ مَعَ,70,نَاسَبَ
واءَمَ,85,نَاسَبَ
تَصَرَّف,30,مَارَسَ
سَلَكَ,25,مَارَسَ
قَامَ بِ,85,مَارَسَ
فَعَلَ,"82,5",مَارَسَ
عَمِلَ,"87,5",مَارَسَ
مَسَكَ,65,لَمَسَ
حَمَلَ,35,لَمَسَ
تَلَمَّسَ,"72,5",لَمَسَ
مَسَّ,80,لَمَسَ
جَسَّ,"82,5",لَمَسَ
لامَسَ,70,لَمَسَ
اِتَّصَلَ,"17,5",لَمَسَ
اِتَّحَدَ,"7,5",لَمَسَ
اِلْتَقَى,"7,5",لَمَسَ
تَعَلَّقَ,"7,5",لَمَسَ
هَمَّ,0,لَمَسَ
أَفَادَ,0,لَمَسَ
أَشَارَ,0,لَمَسَ
أَثَّرَ فِي,5,لَمَسَ
أَثَّرَ عَلَى,"2,5",لَمَسَ
أَثَّرَ,5,لَمَسَ
لَهَا,60,لَعِبَ
عَبَثَ,15,لَعِبَ
تَلَهَّى,"27,5",لَعِبَ
عَبِثَ,15,لَعِبَ
وَضَعَ,"27,5",كَوَنَ
أَقَامَ,"42,5",كَوَنَ
أَنْشَأَ,"77,5",كَوَنَ
رَتَّبَ,20,كَوَنَ
نَظَّفَ,"2,5",كَوَنَ
نَظَّمَ,"57,5",كَوَنَ
كَوَّنَ,100,كَوَنَ
أَلَّفَ,"47,5",كَوَنَ
شَكَّلَ,"92,5",كَوَنَ
أَحْدَثَ,"62,5",كَوَنَ
سَبَّبَ,"67,5",كَوَنَ
أَعَدَّ,"57,5",كَوَنَ
صَنَعَ,90,كَوَنَ
خَطَّ,35,كَتَبَ
دَوَّنَ,"77,5",كَتَبَ
وَضَعَ,5,كَتَبَ
سَجَّلَ,"37,5",كَتَبَ
قَيَّدَ,"2,5",كَتَبَ
نَظَمَ,"2,5",كَتَبَ
ألَّفَ,30,كَتَبَ
خَطَّ,"32,5",كَتَبَ
دَوَّنَ,"82,5",كَتَبَ
وَضَعَ,"7,5",كَتَبَ
سَجَّلَ,70,كَتَبَ
قَيَّدَ,"2,5",كَتَبَ
نَظَمَ,"2,5",كَتَبَ
ألَّفَ,"27,5",كَتَبَ
نَمَى,"92,5",كَبُرَ
نَبَت,60,كَبُرَ
نَمى,"92,5",كَبُرَ
نَضَجَ,"67,5",كَبُرَ
ظَهَرَ,20,كَبُرَ
وُجِدَ,45,كَانَ
عَاشَ,"37,5",كَانَ
,,
,,
رَقَدَ,"22,5",جَلَسَ
جَثَمَ,75,جَلَسَ
قَعَدَ,"97,5",جَلَسَ
أَقْعَدَ,85,جَلَسَ
أَجْلَسَ,80,جَلَسَ
تَبَدَّلَ,"42,5",غَيَّرَ
تَغَيَّرَ,"47,5",غَيَّرَ
بَدَّلَ,"92,5",غَيَّرَ
تَقَلَّبَ,"32,5",غَيَّرَ
تَنَوَّعَ,"7,5",غَيَّرَ
تَفَاوَتَ,"7,5",غَيَّرَ
قَلَبَ,"7,5",غَيَّرَ
غَيَّر,100,غَيَّرَ
عَدَّلَ,"17,5",غَيَّرَ
اِخْتَلَفَ,"17,5",غَيَّرَ
تَحَوَّلَ,"12,5",غَيَّرَ
حَوَّلَ,30,غَيَّرَ
أبْدَلَ,"82,5",غَيَّرَ
اِرْتَدَّ,15,غَيَّرَ
اِنْقَلَبَ,"2,5",غَيَّرَ
مَسَخَ,10,غَيَّرَ
تَبَادَلَ,20,غَيَّرَ
بَادَلَ,20,غَيَّرَ
أزَاحَ,"2,5",غَيَّرَ
حَوَّل,"12,5",غَيَّرَ
أحَالَ,"2,5",غَيَّرَ
فَارَ,70,غَلَى
اِتَّقَدَ غَيْظًا,"7,5",غَلَى
اِسْتَشَاطَ,"17,5",غَلَى
اِهْتَاجَ,15,غَلَى
